codigo_dane,municipio,departamento,mes,temperature_2m_mean,temperature_2m_min,temperature_2m_max,precipitation_sum,et0_fao_evapotranspiration,wind_speed_10m_max,shortwave_radiation_sum
05001,Medellin,Antioquia,2002-05-01,20.80322580645161,15.5,29.2,343.8,118.16,5.883870967741935,585.44
05001,Medellin,Antioquia,2002-06-01,20.313333333333333,14.3,28.6,161.6,127.75,7.2733333333333325,647.54
05001,Medellin,Antioquia,2002-07-01,20.73548387096774,14.3,29.3,129.0,137.47,8.051612903225806,686.91
05001,Medellin,Antioquia,2002-08-01,21.116129032258065,13.7,30.3,110.10000000000001,144.98,8.69032258064516,710.17
05001,Medellin,Antioquia,2002-09-01,20.60666666666667,15.0,29.8,215.79999999999998,125.72,6.343333333333334,629.2
05001,Medellin,Antioquia,2002-10-01,20.287096774193547,14.5,28.8,271.3,114.2,5.503225806451613,573.76
05001,Medellin,Antioquia,2002-11-01,20.19,14.9,27.8,151.8,109.52,5.3133333333333335,552.29
05001,Medellin,Antioquia,2002-12-01,20.712903225806453,15.1,28.0,230.0,106.78999999999999,5.151612903225806,535.77
05001,Medellin,Antioquia,2003-01-01,21.26774193548387,14.3,29.5,28.8,126.29,6.203225806451614,622.47
05001,Medellin,Antioquia,2003-02-01,21.207142857142856,14.8,30.6,134.7,115.5,5.796428571428572,566.01
05001,Medellin,Antioquia,2003-03-01,20.961290322580645,14.8,30.5,263.5,128.11,5.754838709677419,627.38
05001,Medellin,Antioquia,2003-04-01,20.653333333333332,15.0,28.8,363.7,111.82,5.2,554.36
05001,Medellin,Antioquia,2003-05-01,20.580645161290324,14.0,29.7,225.4,124.16,5.990322580645161,623.88
05001,Medellin,Antioquia,2003-06-01,20.009999999999998,14.6,27.8,271.3,109.32,5.493333333333334,556.17
05001,Medellin,Antioquia,2003-07-01,20.38064516129032,13.3,29.4,127.89999999999999,136.94,7.338709677419355,692.9399999999999
05001,Medellin,Antioquia,2003-08-01,20.496774193548386,14.3,29.1,163.6,134.94,6.896774193548388,679.49
05001,Medellin,Antioquia,2003-09-01,20.323333333333334,14.7,29.3,270.1,119.06,6.156666666666666,597.37
05001,Medellin,Antioquia,2003-10-01,20.006451612903227,15.4,27.5,381.7,94.1,4.548387096774194,470.54
05001,Medellin,Antioquia,2003-11-01,20.073333333333334,14.9,27.0,259.2,94.53999999999999,4.656666666666666,475.7
05001,Medellin,Antioquia,2003-12-01,20.083870967741937,13.9,27.7,253.6,102.36,5.083870967741936,518.99
05001,Medellin,Antioquia,2004-01-01,20.206451612903226,13.5,27.6,166.1,109.38,4.741935483870968,552.25
05001,Medellin,Antioquia,2004-02-01,20.675862068965518,13.5,29.2,108.89999999999999,124.59,6.131034482758621,618.59
05001,Medellin,Antioquia,2004-03-01,21.261290322580646,15.4,29.5,148.8,131.8,6.52258064516129,645.0699999999999
05001,Medellin,Antioquia,2004-04-01,20.709999999999997,15.3,30.2,322.9,109.55,4.886666666666667,541.89
05001,Medellin,Antioquia,2004-05-01,20.42258064516129,15.2,28.7,390.6,107.05,4.938709677419355,534.18
05001,Medellin,Antioquia,2004-06-01,20.363333333333333,14.3,28.6,108.2,133.78,7.426666666666667,679.01
05001,Medellin,Antioquia,2004-07-01,19.76451612903226,13.4,27.8,194.3,128.41,6.461290322580646,657.5
05001,Medellin,Antioquia,2004-08-01,20.845161290322583,13.6,29.6,99.5,149.43,8.187096774193549,743.0699999999999
05001,Medellin,Antioquia,2004-09-01,19.91,14.6,29.2,277.9,115.36,5.463333333333334,582.48
05001,Medellin,Antioquia,2004-10-01,19.9,14.3,28.2,336.9,103.44,4.841935483870968,522.33
05001,Medellin,Antioquia,2004-11-01,20.01,15.8,27.4,354.1,94.31,4.533333333333333,475.04
05001,Medellin,Antioquia,2004-12-01,19.980645161290322,14.3,27.7,180.4,99.99,4.129032258064516,508.05
05001,Medellin,Antioquia,2005-01-01,20.241935483870968,14.5,27.1,205.4,103.67999999999999,4.683870967741935,522.36
05001,Medellin,Antioquia,2005-02-01,21.178571428571427,15.7,28.3,107.4,108.54,5.478571428571429,539.1
05001,Medellin,Antioquia,2005-03-01,20.95483870967742,14.3,29.8,199.3,134.47,5.403225806451613,670.73
05001,Medellin,Antioquia,2005-04-01,21.013333333333332,15.3,29.5,234.9,108.13,5.46,530.62
05001,Medellin,Antioquia,2005-05-01,20.674193548387095,14.3,28.4,475.1,114.36,5.34516129032258,572.33
05001,Medellin,Antioquia,2005-06-01,20.46333333333333,15.8,28.2,253.1,115.12,5.513333333333334,584.37
05001,Medellin,Antioquia,2005-07-01,20.538709677419355,13.8,29.2,157.7,139.82,6.961290322580646,705.94
05001,Medellin,Antioquia,2005-08-01,20.519354838709678,14.9,28.8,178.6,134.66,7.170967741935484,674.82
05001,Medellin,Antioquia,2005-09-01,20.833333333333332,14.6,29.6,208.2,132.83,7.116666666666666,661.44
05001,Medellin,Antioquia,2005-10-01,19.84193548387097,15.5,26.9,361.1,99.46000000000001,4.509677419354839,502.14
05001,Medellin,Antioquia,2005-11-01,19.93,15.5,26.9,309.2,88.41,4.513333333333334,446.19
05001,Medellin,Antioquia,2005-12-01,19.687096774193545,14.4,26.3,230.0,100.7,4.106451612903226,515.69
05001,Medellin,Antioquia,2006-01-01,19.809677419354838,15.1,27.5,175.9,106.62,4.648387096774194,542.4
05001,Medellin,Antioquia,2006-02-01,20.689285714285713,15.0,28.3,167.9,107.11,5.360714285714286,535.95
05001,Medellin,Antioquia,2006-03-01,20.02258064516129,14.4,27.9,335.9,105.12,4.567741935483871,526.02
05001,Medellin,Antioquia,2006-04-01,20.15,15.8,27.6,383.3,95.33,4.46,471.73
05001,Medellin,Antioquia,2006-05-01,20.325806451612905,15.1,28.0,372.6,116.03999999999999,5.074193548387097,585.42
05001,Medellin,Antioquia,2006-06-01,20.103333333333335,13.8,28.6,212.0,118.34,5.903333333333333,599.3100000000001
05001,Medellin,Antioquia,2006-07-01,20.24516129032258,14.0,28.9,129.3,128.85999999999999,7.16774193548387,648.08
05001,Medellin,Antioquia,2006-08-01,20.70967741935484,13.9,30.0,178.4,143.04999999999998,6.958064516129032,713.79
05001,Medellin,Antioquia,2006-09-01,20.523333333333333,14.9,29.6,187.0,131.73,6.0600000000000005,661.03
05001,Medellin,Antioquia,2006-10-01,20.306451612903224,15.5,28.7,268.4,103.59,5.532258064516129,519.62
05001,Medellin,Antioquia,2006-11-01,19.883333333333333,15.6,26.5,303.2,93.09,4.553333333333333,470.36
05001,Medellin,Antioquia,2006-12-01,20.18064516129032,14.5,28.2,202.0,97.9,4.696774193548387,495.78
05001,Medellin,Antioquia,2007-01-01,20.73225806451613,14.9,27.8,99.5,110.83,5.261290322580645,552.7
05001,Medellin,Antioquia,2007-02-01,21.092857142857145,13.2,29.8,58.800000000000004,130.04,6.614285714285714,638.71
05001,Medellin,Antioquia,2007-03-01,20.58709677419355,14.8,30.0,302.5,111.91,5.235483870967743,550.63
05001,Medellin,Antioquia,2007-04-01,20.363333333333333,15.2,27.4,382.0,103.95,4.576666666666667,518.37
05001,Medellin,Antioquia,2007-05-01,20.274193548387096,15.5,28.3,432.5,101.73,4.5,507.96000000000004
05001,Medellin,Antioquia,2007-06-01,19.89333333333333,13.7,27.2,225.4,124.26,6.116666666666666,638.43
