fecha,precio_arabica_brasil_usd_kg,precio_robusta_usd_kg,precio_arabica_wb_usd_kg,precio_robusta_wb_usd_kg,trm_cop_usd,precio_fnc_cop_kg,surge_flag,precio_arabica_brasil_cop_kg
1995-08-01,3.3288007533297503,2.8644014118798196,3.3777,2.87,,,0,
1995-09-01,3.0233799369939325,2.5854575414532377,2.9643,2.5364,,,0,
1995-10-01,2.8017669864307373,2.4821365295844573,2.8058,2.4859,,,0,
1995-11-01,2.7615225697422905,2.440318812741607,2.7613,2.4412,,,0,
1995-12-01,2.3450170029033846,2.0563371823976064,2.3422,2.0479,,,0,
1996-01-01,2.3801508653246706,1.954342036551523,2.4394,1.9839,,,0,
1996-02-01,2.750940849716842,2.149519307890708,2.7357,2.1361,,,0,
1996-03-01,2.6633542709663973,1.9998882990293771,2.6641,2.0049,,,0,
1996-04-01,2.68706639046063,1.994653986201456,2.7227,1.9989,,,0,
1996-05-01,2.8570973953225147,2.012908363539883,2.8499,2.0106,,,0,
1996-06-01,2.756441912555777,1.8982808338771409,2.7659,1.8984,,,0,
1996-07-01,2.727139578414465,1.7250610968524098,2.7,1.7077,,,0,
1996-08-01,2.766974004672201,1.7422645741707807,2.7827,1.7465,,,0,
1996-09-01,2.6414130088798085,1.651568138851865,2.6169,1.6389,,,0,
1996-10-01,2.728817010038517,1.609088267027177,2.7381,1.6076,,,0,
1996-11-01,2.7318341047419157,1.5459876255481115,2.7353,1.5476,,,0,
1996-12-01,2.5770656529135523,1.3980625760595424,2.5798,1.3902,,,0,
1997-01-01,2.8932148945192666,1.4586849549528131,2.9291,1.4813,,,0,
1997-02-01,3.666852589992769,1.662330905306972,3.7119,1.6623,,,1,
1997-03-01,4.263922098231345,1.76176786522648,4.2924,1.7688,,,0,
1997-04-01,4.529200450865736,1.7082933160597669,4.5633,1.7062,,,0,
1997-05-01,5.855612733269306,2.0285250341115524,5.8923,2.0635,,,1,
1997-06-01,4.999227331631784,1.988413753832897,4.8947,1.9564,,,0,
1997-07-01,4.192275456127207,1.7749431206899593,4.1978,1.756,,,0,
1997-08-01,4.213016270548149,1.6445973263994746,4.2064,1.6413,,,0,
1997-09-01,4.207846378563676,1.6535384622784752,4.1859,1.6568,,,0,
1997-10-01,3.7291030360937274,1.6490015543560694,3.6963,1.6429,,,0,
1997-11-01,3.5342664773629164,1.6712265648424134,3.5333,1.6764,,,0,
1997-12-01,3.897325464677316,1.8119520549783485,3.9119,1.821,,,0,
1998-01-01,3.900281229907856,1.8321531243937283,3.9198,1.8389,,,0,
1998-02-01,3.9324767632586113,1.8413464082258948,3.9282,1.8378,,,0,
1998-03-01,3.491904619129085,1.8053368746282201,3.4756,1.812,,,0,
1998-04-01,3.3125584225471347,1.9573256863597082,3.3146,1.9615,,,0,
1998-05-01,3.063052678345716,2.0154991395665833,3.0362,2.0005,,,0,
1998-06-01,2.7924474377454143,1.8431461834343719,2.7542,1.8239,,,0,
1998-07-01,2.578116552933608,1.6958258599760598,2.5926,1.6984,,,0,
1998-08-01,2.725955106288094,1.743018059443393,2.7163,1.748,,,0,
1998-09-01,2.489993009336384,1.7607834193003242,2.4659,1.7593,,,0,
1998-10-01,2.411578527118483,1.7730090638122527,2.4189,1.7703,,,0,
1998-11-01,2.560051869563502,1.7665130568356375,2.5655,1.7672,,,0,
1998-12-01,2.580647078355035,1.8512998082168461,2.588,1.8532,,,0,
1999-01-01,2.5182899841183044,1.8234763525685764,2.4903,1.8142,,,0,
1999-02-01,2.3096086350729292,1.7542747667507366,2.3254,1.7467,,,0,
1999-03-01,2.317769579557036,1.6231211807278254,2.3234,1.6186,,,0,
1999-04-01,2.266985228214704,1.5380361847010289,2.2511,1.5282,,,0,
1999-05-01,2.454954273989883,1.499963466223894,2.4487,1.4978,,,0,
1999-06-01,2.3835797969821493,1.4557335466875319,2.3636,1.446,,,0,
1999-07-01,2.111849816174408,1.3614858527246754,2.0911,1.3572,,,0,
1999-08-01,2.0172213234480645,1.3890436579769725,2.0144,1.3905,,,0,
1999-09-01,1.8634387491201545,1.3189967275356789,1.8587,1.3133,,,0,
1999-10-01,2.0449886157394226,1.2890124038468806,2.0768,1.2901,,,0,
1999-11-01,2.4791202025368415,1.3788322385034848,2.4996,1.39,,,0,
1999-12-01,2.7153304597811316,1.4640814921204806,2.7439,1.4725,,,0,
2000-01-01,2.4659039086101298,1.1920089293587945,2.4496,1.1724,,,0,
2000-02-01,2.293722741393777,1.0799825141788846,2.2805,1.0772,,,0,
2000-03-01,2.219011990856369,1.0197538182177894,2.2207,1.0196,,,0,
2000-04-01,2.0866770137039454,0.9824026878780932,2.0858,0.98,,,0,
2000-05-01,2.0173655389980807,0.9643506480062144,2.0756,0.9771,,,0,
2000-06-01,1.9156883478785098,0.9440101557026016,1.9057,0.9409,,,0,
2000-07-01,1.9324897810409019,0.9095020572295303,1.9257,0.8999,,,0,
2000-08-01,1.7483534331178296,0.8441794464590666,1.6958,0.8433,,,0,
2000-09-01,1.67188217815213,0.8554782607235031,1.6707,0.8561,,,0,
2000-10-01,1.692369915133985,0.8001183282052432,1.6901,0.7967,,,0,
2000-11-01,1.5738913945892905,0.7273957853994538,1.5772,0.7233,,,0,
2000-12-01,1.4529209803817822,0.6752344670561924,1.4586,0.6698,,,0,
2001-01-01,1.4473934437920462,0.7162249621763134,1.4546,0.7143,,,0,
2001-02-01,1.483172101800737,0.6942692992821743,1.4813,0.6962,,,0,
2001-03-01,1.469732911755699,0.6757574688666947,1.4661,0.6729,,,0,
2001-04-01,1.45499962626367,0.6300921575000483,1.4579,0.6281,,,0,
2001-05-01,1.5351087397446623,0.6505175691312707,1.526,0.6512,,,0,
2001-06-01,1.4075687065951445,0.6424905453107008,1.4088,0.6431,,,0,
2001-07-01,1.2994356963165938,0.6065923881934745,1.2946,0.6047,,,0,
2001-08-01,1.3080324244657333,0.5721671343026524,1.3166,0.5692,,,0,
