fecha,precio_arabica_brasil_usd_kg,precio_robusta_usd_kg,precio_arabica_wb_usd_kg,precio_robusta_wb_usd_kg,trm_cop_usd,precio_fnc_cop_kg,surge_flag,precio_arabica_brasil_cop_kg
2001-09-01,1.2845685109084817,0.5395377343515758,1.2802,0.5351,,,0,
2001-10-01,1.2426988590397652,0.5122684473386158,1.2434,0.5124,,,0,
2001-11-01,1.2973713661776942,0.5219748945387847,1.2974,0.5221,,,0,
2001-12-01,1.247491977266753,0.5360176840273491,1.2505,0.5368,,,0,
2002-01-01,1.2840403595799943,0.503133633980202,1.2842,0.5029,,,0,
2002-02-01,1.303285772235842,0.5371898093440801,1.3034,0.5373,,,0,
2002-03-01,1.4125133642232708,0.637125959221587,1.4213,0.6415,,,0,
2002-04-01,1.440431449007438,0.6472276246654983,1.4425,0.6468,,,0,
2002-05-01,1.3549717539685158,0.6247234634151204,1.3536,0.6243,,,0,
2002-06-01,1.2909288523607119,0.6265542602162296,1.2912,0.6266,,,0,
2002-07-01,1.2451143605784016,0.6305129988489943,1.2452,0.6305,,,0,
2002-08-01,1.1985240239927273,0.6146192252869619,1.1964,0.6146,,,0,
2002-09-01,1.3374616500333003,0.7056792804777778,1.3375,0.7072,,,0,
2002-10-01,1.449118802033929,0.7333443500652186,1.4491,0.7348,,,0,
2002-11-01,1.5403290895363067,0.8356891319994727,1.5404,0.8358,,,0,
2002-12-01,1.403373716708167,0.8385790033173586,1.4145,0.8391,,,0,
2003-01-01,1.441460128504682,0.9050845923975348,1.445569,0.9078625,2838.5,,0,4091.58457476054
2003-02-01,1.4640580080777439,0.8965435898340358,1.464088,0.896619,,,0,
2003-03-01,1.361313586617384,0.8195638790975569,1.361353,0.8194572,,,0,
2003-04-01,1.4262216425173444,0.825140815374329,1.426169,0.8249688,2919.39990234375,,0,4163.711323885678
2003-05-01,1.4571865946008347,0.8322056345390091,1.460781,0.8333463,,,0,
2003-06-01,1.3458497210415235,0.7507586007647736,1.3457,0.7542005,,,0,
2003-07-01,1.387839828476386,0.7792676352700032,1.387808,0.7793332,,,0,
2003-08-01,1.4085660366899895,0.799323327277965,1.408532,0.800277,,,0,
2003-09-01,1.4641010984641387,0.822515308110292,1.464099,0.8234256,,,0,
2003-10-01,1.4172092598826604,0.7911150951975996,1.417571,0.7910177,,,0,
2003-11-01,1.3729849732799522,0.7519643203583838,1.373037,0.7519958,,,0,
2003-12-01,1.4304561770508952,0.7928883800573125,1.429917,0.7914586,2693.0,,0,3852.2184847980607
2004-01-01,1.5879609067980998,0.8710571294347024,1.603420126,0.878320608,2688.300048828125,,0,4268.915383282485
2004-02-01,1.6804859874071854,0.8174085962715392,1.680140902,0.81681171,2641.199951171875,,0,4438.499507884878
2004-03-01,1.7209106517483248,0.8090013089717861,1.720926372,0.80909554,2620.199951171875,,0,4509.13000568212
2004-04-01,1.6653231819063667,0.8027538564893721,1.663165328,0.801820294,2597.10009765625,,0,4325.010998358242
2004-05-01,1.7072611509903173,0.8089396890345761,1.697336938,0.806009072,2673.800048828125,,0,4564.874948880271
2004-06-01,1.8125219460340007,0.879063924488006,1.812418102,0.878981994,2641.199951171875,,0,4787.2328753629545
2004-07-01,1.6527568227113194,0.7928230255784534,1.652142228,0.794104124,2559.60009765625,,0,4230.396524813927
2004-08-01,1.6227839516169116,0.7477685192459704,1.622820782,0.747586642,2482.89990234375,,0,4029.2101149946343
2004-09-01,1.77397108174106,0.7549335486115676,1.774057714,0.754861888,2536.300048828125,,0,4499.322941239532
2004-10-01,1.7758459668810822,0.698246546718301,1.77582141,0.698203154,2565.0,,0,4555.044905049976
2004-11-01,1.9900643589994376,0.7206616598978016,1.990110474,0.721131202,2477.0,,0,4929.389417241607
2004-12-01,2.301369090935581,0.8141582130503029,2.295450344,0.809536464,2344.300048828125,,0,5395.09967225182
2005-01-01,2.362570012572658,0.8147871928538255,2.362470792,0.814827552,2362.0,,0,5580.390369696618
2005-02-01,2.663902802518563,0.9091430183953861,2.664503732,0.909185288,2328.0,,0,6201.565724263214
