c_d_dep,departamento,c_d_mun,municipio,grupo_cultivo,subgrupo_de_cultivo,cultivo,desagregaci_n_regional_y,anio,periodo,area_sembrada_ha,area_cosechada_ha,produccion_ton,rendimiento_ton_ha,estado_fisico,nombre_cientifico,ciclo_cultivo,fuente_socrata,codigo_dane
19,CAUCA,19585,PURACE,OTROS PERMANENTES,CAFE,CAFE,CAFE,2014,2014,267,249,197,0.79,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,19585
19,CAUCA,19585,PURACE,OTROS PERMANENTES,CAFE,CAFE,CAFE,2015,2015,321,276,273,0.99,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,19585
19,CAUCA,19585,PURACE,OTROS PERMANENTES,CAFE,CAFE,CAFE,2016,2016,390,328,336,1.02,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,19585
19,CAUCA,19585,PURACE,OTROS PERMANENTES,CAFE,CAFE,CAFE,2017,2017,388,363,245,0.67,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,19585
19,CAUCA,19585,PURACE,OTROS PERMANENTES,CAFE,CAFE,CAFE,2018,2018,391,379,261,0.69,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,19585
19,CAUCA,19622,ROSAS,OTROS PERMANENTES,CAFE,CAFE,CAFE,2007,2007,1457,1025,904,0.88,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,19622
19,CAUCA,19622,ROSAS,OTROS PERMANENTES,CAFE,CAFE,CAFE,2008,2008,1414,1260,988,0.78,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,19622
19,CAUCA,19622,ROSAS,OTROS PERMANENTES,CAFE,CAFE,CAFE,2009,2009,1425,1360,1020,0.75,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,19622
19,CAUCA,19622,ROSAS,OTROS PERMANENTES,CAFE,CAFE,CAFE,2010,2010,1426,1231,833,0.68,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,19622
19,CAUCA,19622,ROSAS,OTROS PERMANENTES,CAFE,CAFE,CAFE,2011,2011,1426,1134,768,0.68,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,19622
19,CAUCA,19622,ROSAS,OTROS PERMANENTES,CAFE,CAFE,CAFE,2012,2012,1495,1425,1568,1.1,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,19622
19,CAUCA,19622,ROSAS,OTROS PERMANENTES,CAFE,CAFE,CAFE,2013,2013,1393,1095,801,0.73,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,19622
19,CAUCA,19622,ROSAS,OTROS PERMANENTES,CAFE,CAFE,CAFE,2014,2014,1322,1146,906,0.79,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,19622
19,CAUCA,19622,ROSAS,OTROS PERMANENTES,CAFE,CAFE,CAFE,2015,2015,1336,1124,1256,1.12,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,19622
19,CAUCA,19622,ROSAS,OTROS PERMANENTES,CAFE,CAFE,CAFE,2016,2016,1376,1136,1312,1.16,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,19622
19,CAUCA,19622,ROSAS,OTROS PERMANENTES,CAFE,CAFE,CAFE,2017,2017,1368,1181,995,0.84,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,19622
19,CAUCA,19622,ROSAS,OTROS PERMANENTES,CAFE,CAFE,CAFE,2018,2018,1378,1190,1025,0.86,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,19622
19,CAUCA,19693,SAN SEBASTIAN,OTROS PERMANENTES,CAFE,CAFE,CAFE,2007,2007,30,25,41,1.64,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,19693
19,CAUCA,19693,SAN SEBASTIAN,OTROS PERMANENTES,CAFE,CAFE,CAFE,2008,2008,30,28,41,1.46,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,19693
19,CAUCA,19693,SAN SEBASTIAN,OTROS PERMANENTES,CAFE,CAFE,CAFE,2009,2009,30,26,36,1.38,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,19693
19,CAUCA,19693,SAN SEBASTIAN,OTROS PERMANENTES,CAFE,CAFE,CAFE,2010,2010,30,25,35,1.4,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,19693
19,CAUCA,19693,SAN SEBASTIAN,OTROS PERMANENTES,CAFE,CAFE,CAFE,2011,2011,115,5,5,0.91,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,19693
19,CAUCA,19693,SAN SEBASTIAN,OTROS PERMANENTES,CAFE,CAFE,CAFE,2012,2012,115,105,116,1.1,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,19693
19,CAUCA,19693,SAN SEBASTIAN,OTROS PERMANENTES,CAFE,CAFE,CAFE,2013,2013,230,164,135,0.82,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,19693
19,CAUCA,19693,SAN SEBASTIAN,OTROS PERMANENTES,CAFE,CAFE,CAFE,2014,2014,213,167,148,0.89,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,19693
19,CAUCA,19693,SAN SEBASTIAN,OTROS PERMANENTES,CAFE,CAFE,CAFE,2015,2015,241,183,223,1.22,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,19693
19,CAUCA,19693,SAN SEBASTIAN,OTROS PERMANENTES,CAFE,CAFE,CAFE,2016,2016,287,214,270,1.26,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,19693
19,CAUCA,19693,SAN SEBASTIAN,OTROS PERMANENTES,CAFE,CAFE,CAFE,2017,2017,279,222,187,0.84,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,19693
19,CAUCA,19693,SAN SEBASTIAN,OTROS PERMANENTES,CAFE,CAFE,CAFE,2018,2018,301,265,228,0.86,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,19693
19,CAUCA,19698,SANTANDER DE QUILICHAO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2007,2007,2963,2167,1796,0.83,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,19698
19,CAUCA,19698,SANTANDER DE QUILICHAO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2008,2008,2793,2059,1519,0.74,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,19698
19,CAUCA,19698,SANTANDER DE QUILICHAO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2009,2009,2692,2650,1869,0.71,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,19698
19,CAUCA,19698,SANTANDER DE QUILICHAO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2010,2010,2834,1974,1526,0.77,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,19698
19,CAUCA,19698,SANTANDER DE QUILICHAO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2011,2011,2974,1821,1408,0.77,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,19698
19,CAUCA,19698,SANTANDER DE QUILICHAO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2012,2012,2690,2615,1988,0.76,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,19698
19,CAUCA,19698,SANTANDER DE QUILICHAO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2013,2013,3528,2913,2025,0.7,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,19698
19,CAUCA,19698,SANTANDER DE QUILICHAO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2014,2014,3550,3158,2373,0.75,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,19698
19,CAUCA,19698,SANTANDER DE QUILICHAO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2015,2015,3669,3323,3246,0.98,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,19698
19,CAUCA,19698,SANTANDER DE QUILICHAO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2016,2016,3715,3298,3332,1.01,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,19698
19,CAUCA,19698,SANTANDER DE QUILICHAO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2017,2017,3613,3145,3562,1.13,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,19698
19,CAUCA,19698,SANTANDER DE QUILICHAO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2018,2018,3638,3240,3753,1.16,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,19698
19,CAUCA,19701,SANTA ROSA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2011,2011,128,127,127,1.0,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,19701
19,CAUCA,19701,SANTA ROSA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2012,2012,40,20,20,1.0,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,19701
19,CAUCA,19743,SILVIA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2011,2011,20,10,6,0.6,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,19743
19,CAUCA,19743,SILVIA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2012,2012,20,5,3,0.6,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,19743
19,CAUCA,19760,SOTARA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2007,2007,632,458,449,0.98,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,19760
19,CAUCA,19760,SOTARA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2008,2008,633,575,501,0.87,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,19760
19,CAUCA,19760,SOTARA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2009,2009,753,458,382,0.83,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,19760
19,CAUCA,19760,SOTARA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2010,2010,639,550,425,0.77,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,19760
19,CAUCA,19760,SOTARA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2011,2011,745,695,521,0.75,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,19760
19,CAUCA,19760,SOTARA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2012,2012,805,775,698,0.9,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,19760
19,CAUCA,19760,SOTARA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2013,2013,911,760,626,0.82,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,19760
19,CAUCA,19760,SOTARA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2014,2014,818,738,656,0.89,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,19760
19,CAUCA,19760,SOTARA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2015,2015,819,699,748,1.07,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,19760
19,CAUCA,19760,SOTARA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2016,2016,882,737,816,1.11,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,19760
19,CAUCA,19760,SOTARA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2017,2017,892,765,644,0.84,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,19760
19,CAUCA,19760,SOTARA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2018,2018,900,827,712,0.86,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,19760
19,CAUCA,19780,SUAREZ,OTROS PERMANENTES,CAFE,CAFE,CAFE,2007,2007,3133,2141,1700,0.79,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,19780
19,CAUCA,19780,SUAREZ,OTROS PERMANENTES,CAFE,CAFE,CAFE,2008,2008,3201,3018,2132,0.71,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,19780
19,CAUCA,19780,SUAREZ,OTROS PERMANENTES,CAFE,CAFE,CAFE,2009,2009,3228,3050,2061,0.68,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,19780
19,CAUCA,19780,SUAREZ,OTROS PERMANENTES,CAFE,CAFE,CAFE,2010,2010,3256,2319,1467,0.63,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,19780
19,CAUCA,19780,SUAREZ,OTROS PERMANENTES,CAFE,CAFE,CAFE,2011,2011,3278,2139,1353,0.63,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,19780
19,CAUCA,19780,SUAREZ,OTROS PERMANENTES,CAFE,CAFE,CAFE,2012,2012,3765,2280,2508,1.1,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,19780
19,CAUCA,19780,SUAREZ,OTROS PERMANENTES,CAFE,CAFE,CAFE,2013,2013,3149,2276,1956,0.86,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,19780
19,CAUCA,19780,SUAREZ,OTROS PERMANENTES,CAFE,CAFE,CAFE,2014,2014,3085,2526,2347,0.93,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,19780
19,CAUCA,19780,SUAREZ,OTROS PERMANENTES,CAFE,CAFE,CAFE,2015,2015,3287,2664,3037,1.14,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,19780
19,CAUCA,19780,SUAREZ,OTROS PERMANENTES,CAFE,CAFE,CAFE,2016,2016,3488,2771,3267,1.18,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,19780
19,CAUCA,19780,SUAREZ,OTROS PERMANENTES,CAFE,CAFE,CAFE,2017,2017,3471,2956,3263,1.1,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,19780
19,CAUCA,19780,SUAREZ,OTROS PERMANENTES,CAFE,CAFE,CAFE,2018,2018,3508,3134,3538,1.13,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,19780
19,CAUCA,19785,SUCRE,OTROS PERMANENTES,CAFE,CAFE,CAFE,2007,2007,899,820,474,0.58,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,19785
19,CAUCA,19785,SUCRE,OTROS PERMANENTES,CAFE,CAFE,CAFE,2008,2008,947,638,328,0.51,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,19785
19,CAUCA,19785,SUCRE,OTROS PERMANENTES,CAFE,CAFE,CAFE,2009,2009,953,762,375,0.49,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,19785
19,CAUCA,19785,SUCRE,OTROS PERMANENTES,CAFE,CAFE,CAFE,2010,2010,958,836,387,0.46,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,19785
19,CAUCA,19785,SUCRE,OTROS PERMANENTES,CAFE,CAFE,CAFE,2011,2011,1359,771,357,0.46,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,19785
19,CAUCA,19785,SUCRE,OTROS PERMANENTES,CAFE,CAFE,CAFE,2012,2012,1339,1239,620,0.5,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,19785
19,CAUCA,19785,SUCRE,OTROS PERMANENTES,CAFE,CAFE,CAFE,2013,2013,1282,1066,585,0.55,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,19785
19,CAUCA,19785,SUCRE,OTROS PERMANENTES,CAFE,CAFE,CAFE,2014,2014,1292,1088,645,0.59,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,19785
19,CAUCA,19785,SUCRE,OTROS PERMANENTES,CAFE,CAFE,CAFE,2015,2015,1400,1052,1276,1.21,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,19785
19,CAUCA,19785,SUCRE,OTROS PERMANENTES,CAFE,CAFE,CAFE,2016,2016,1530,1128,1414,1.25,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,19785
19,CAUCA,19785,SUCRE,OTROS PERMANENTES,CAFE,CAFE,CAFE,2017,2017,1533,1285,2343,1.82,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,19785
19,CAUCA,19785,SUCRE,OTROS PERMANENTES,CAFE,CAFE,CAFE,2018,2018,1549,1378,2570,1.87,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,19785
19,CAUCA,19807,TIMBIO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2007,2007,3737,3094,4035,1.3,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,19807
19,CAUCA,19807,TIMBIO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2008,2008,3610,2641,3064,1.16,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,19807
19,CAUCA,19807,TIMBIO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2009,2009,3770,2500,2774,1.11,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,19807
19,CAUCA,19807,TIMBIO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2010,2010,3640,2441,2473,1.01,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,19807
19,CAUCA,19807,TIMBIO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2011,2011,3727,2499,2282,0.91,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,19807
19,CAUCA,19807,TIMBIO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2012,2012,5044,570,627,1.1,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,19807
19,CAUCA,19807,TIMBIO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2013,2013,4687,3860,3176,0.82,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,19807
19,CAUCA,19807,TIMBIO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2014,2014,4714,4035,3590,0.89,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,19807
19,CAUCA,19807,TIMBIO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2015,2015,4677,3873,4338,1.12,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,19807
19,CAUCA,19807,TIMBIO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2016,2016,4633,3761,4358,1.16,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,19807
19,CAUCA,19807,TIMBIO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2017,2017,4300,3604,3948,1.1,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,19807
19,CAUCA,19807,TIMBIO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2018,2018,4219,3637,4075,1.12,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,19807
19,CAUCA,19821,TORIBIO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2007,2007,1786,1216,861,0.71,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,19821
19,CAUCA,19821,TORIBIO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2008,2008,1842,1497,944,0.63,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,19821
19,CAUCA,19821,TORIBIO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2009,2009,1863,1727,1041,0.6,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,19821
19,CAUCA,19821,TORIBIO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2010,2010,1884,1378,848,0.62,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,19821
19,CAUCA,19821,TORIBIO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2011,2011,1884,1272,783,0.62,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,19821
19,CAUCA,19821,TORIBIO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2012,2012,388,366,403,1.1,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,19821
19,CAUCA,19821,TORIBIO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2013,2013,2595,2232,1735,0.78,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,19821
19,CAUCA,19821,TORIBIO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2014,2014,2459,2199,1848,0.84,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,19821
19,CAUCA,19821,TORIBIO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2015,2015,2540,2297,2010,0.87,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,19821
19,CAUCA,19821,TORIBIO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2016,2016,2661,2359,2134,0.9,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,19821
19,CAUCA,19821,TORIBIO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2017,2017,2465,2286,1927,0.84,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,19821
19,CAUCA,19821,TORIBIO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2018,2018,2405,2281,1966,0.86,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,19821
19,CAUCA,19824,TOTORO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2007,2007,285,244,183,0.75,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,19824
19,CAUCA,19824,TOTORO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2008,2008,398,354,236,0.67,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,19824
19,CAUCA,19824,TOTORO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2009,2009,410,182,116,0.64,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,19824
19,CAUCA,19824,TOTORO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2010,2010,399,366,235,0.64,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,19824
19,CAUCA,19824,TOTORO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2011,2011,399,337,217,0.64,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,19824
19,CAUCA,19824,TOTORO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2012,2012,99,80,88,1.1,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,19824
19,CAUCA,19824,TOTORO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2013,2013,576,491,359,0.73,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,19824
19,CAUCA,19824,TOTORO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2014,2014,530,471,372,0.79,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,19824
19,CAUCA,19824,TOTORO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2015,2015,568,466,488,1.05,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,19824
19,CAUCA,19824,TOTORO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2016,2016,655,528,571,1.08,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,19824
19,CAUCA,19824,TOTORO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2017,2017,671,551,511,0.93,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,19824
19,CAUCA,19824,TOTORO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2018,2018,716,617,585,0.95,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,19824
20,CESAR,20001,VALLEDUPAR,OTROS PERMANENTES,CAFE,CAFE,CAFE,2007,2007,4621,4621,2400,0.52,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,20001
20,CESAR,20001,VALLEDUPAR,OTROS PERMANENTES,CAFE,CAFE,CAFE,2008,2008,4621,4621,3235,0.7,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,20001
20,CESAR,20001,VALLEDUPAR,OTROS PERMANENTES,CAFE,CAFE,CAFE,2009,2009,4621,4621,2311,0.5,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,20001
20,CESAR,20001,VALLEDUPAR,OTROS PERMANENTES,CAFE,CAFE,CAFE,2010,2010,3612,3612,2528,0.7,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,20001
20,CESAR,20001,VALLEDUPAR,OTROS PERMANENTES,CAFE,CAFE,CAFE,2011,2011,3950,3333,2000,0.6,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,20001
