c_d_dep,departamento,c_d_mun,municipio,grupo_cultivo,subgrupo_de_cultivo,cultivo,desagregaci_n_regional_y,anio,periodo,area_sembrada_ha,area_cosechada_ha,produccion_ton,rendimiento_ton_ha,estado_fisico,nombre_cientifico,ciclo_cultivo,fuente_socrata,codigo_dane
68,SANTANDER,68547,PIEDECUESTA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2007,2007,388,115,57,0.5,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,68547
68,SANTANDER,68547,PIEDECUESTA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2008,2008,392,110,55,0.5,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,68547
68,SANTANDER,68547,PIEDECUESTA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2009,2009,453,390,201,0.51,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,68547
68,SANTANDER,68547,PIEDECUESTA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2010,2010,428,414,213,0.51,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,68547
68,SANTANDER,68547,PIEDECUESTA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2011,2011,470,403,167,0.41,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,68547
68,SANTANDER,68547,PIEDECUESTA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2012,2012,482,413,171,0.41,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,68547
68,SANTANDER,68547,PIEDECUESTA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2013,2013,703,533,317,0.59,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,68547
68,SANTANDER,68547,PIEDECUESTA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2014,2014,698,556,357,0.64,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,68547
68,SANTANDER,68547,PIEDECUESTA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2015,2015,857,718,784,1.09,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,68547
68,SANTANDER,68547,PIEDECUESTA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2016,2016,867,712,803,1.13,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,68547
68,SANTANDER,68547,PIEDECUESTA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2017,2017,876,735,743,1.01,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,68547
68,SANTANDER,68547,PIEDECUESTA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2018,2018,897,722,747,1.03,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,68547
68,SANTANDER,68549,PINCHOTE,OTROS PERMANENTES,CAFE,CAFE,CAFE,2007,2007,1250,1150,1265,1.1,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,68549
68,SANTANDER,68549,PINCHOTE,OTROS PERMANENTES,CAFE,CAFE,CAFE,2008,2008,1285,1250,1375,1.1,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,68549
68,SANTANDER,68549,PINCHOTE,OTROS PERMANENTES,CAFE,CAFE,CAFE,2009,2009,1343,1223,996,0.81,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,68549
68,SANTANDER,68549,PINCHOTE,OTROS PERMANENTES,CAFE,CAFE,CAFE,2010,2010,1298,1287,1048,0.81,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,68549
68,SANTANDER,68549,PINCHOTE,OTROS PERMANENTES,CAFE,CAFE,CAFE,2011,2011,1305,1200,821,0.68,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,68549
68,SANTANDER,68549,PINCHOTE,OTROS PERMANENTES,CAFE,CAFE,CAFE,2012,2012,1305,1200,900,0.75,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,68549
68,SANTANDER,68549,PINCHOTE,OTROS PERMANENTES,CAFE,CAFE,CAFE,2013,2013,1638,1326,1028,0.78,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,68549
68,SANTANDER,68549,PINCHOTE,OTROS PERMANENTES,CAFE,CAFE,CAFE,2014,2014,1648,1400,1174,0.84,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,68549
68,SANTANDER,68549,PINCHOTE,OTROS PERMANENTES,CAFE,CAFE,CAFE,2015,2015,1660,1403,1519,1.08,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,68549
68,SANTANDER,68549,PINCHOTE,OTROS PERMANENTES,CAFE,CAFE,CAFE,2016,2016,1678,1390,1557,1.12,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,68549
68,SANTANDER,68549,PINCHOTE,OTROS PERMANENTES,CAFE,CAFE,CAFE,2017,2017,1708,1460,1887,1.29,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,68549
68,SANTANDER,68549,PINCHOTE,OTROS PERMANENTES,CAFE,CAFE,CAFE,2018,2018,1727,1474,1948,1.32,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,68549
68,SANTANDER,68572,PUENTE NACIONAL,OTROS PERMANENTES,CAFE,CAFE,CAFE,2007,2007,1267,1238,743,0.6,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,68572
68,SANTANDER,68572,PUENTE NACIONAL,OTROS PERMANENTES,CAFE,CAFE,CAFE,2008,2008,1275,1219,731,0.6,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,68572
68,SANTANDER,68572,PUENTE NACIONAL,OTROS PERMANENTES,CAFE,CAFE,CAFE,2009,2009,1303,1184,420,0.35,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,68572
68,SANTANDER,68572,PUENTE NACIONAL,OTROS PERMANENTES,CAFE,CAFE,CAFE,2010,2010,1260,1260,504,0.4,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,68572
68,SANTANDER,68572,PUENTE NACIONAL,OTROS PERMANENTES,CAFE,CAFE,CAFE,2011,2011,1357,987,395,0.4,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,68572
68,SANTANDER,68572,PUENTE NACIONAL,OTROS PERMANENTES,CAFE,CAFE,CAFE,2012,2012,1394,1014,406,0.4,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,68572
68,SANTANDER,68572,PUENTE NACIONAL,OTROS PERMANENTES,CAFE,CAFE,CAFE,2013,2013,1040,807,480,0.59,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,68572
68,SANTANDER,68572,PUENTE NACIONAL,OTROS PERMANENTES,CAFE,CAFE,CAFE,2014,2014,976,787,506,0.64,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,68572
68,SANTANDER,68572,PUENTE NACIONAL,OTROS PERMANENTES,CAFE,CAFE,CAFE,2015,2015,988,849,935,1.1,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,68572
68,SANTANDER,68572,PUENTE NACIONAL,OTROS PERMANENTES,CAFE,CAFE,CAFE,2016,2016,1001,843,961,1.14,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,68572
68,SANTANDER,68572,PUENTE NACIONAL,OTROS PERMANENTES,CAFE,CAFE,CAFE,2017,2017,1027,850,1099,1.29,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,68572
68,SANTANDER,68572,PUENTE NACIONAL,OTROS PERMANENTES,CAFE,CAFE,CAFE,2018,2018,1038,858,1134,1.32,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,68572
68,SANTANDER,68615,RIONEGRO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2007,2007,1682,1682,1009,0.6,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,68615
68,SANTANDER,68615,RIONEGRO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2008,2008,1642,1620,972,0.6,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,68615
68,SANTANDER,68615,RIONEGRO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2009,2009,1720,1614,715,0.44,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,68615
68,SANTANDER,68615,RIONEGRO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2010,2010,1665,1665,738,0.44,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,68615
68,SANTANDER,68615,RIONEGRO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2011,2011,1804,1685,674,0.4,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,68615
68,SANTANDER,68615,RIONEGRO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2012,2012,1792,1600,1200,0.75,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,68615
68,SANTANDER,68615,RIONEGRO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2013,2013,1519,1250,991,0.79,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,68615
68,SANTANDER,68615,RIONEGRO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2014,2014,1447,1200,1028,0.86,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,68615
68,SANTANDER,68615,RIONEGRO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2015,2015,1472,1251,1322,1.06,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,68615
68,SANTANDER,68615,RIONEGRO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2016,2016,1382,1151,1257,1.09,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,68615
68,SANTANDER,68615,RIONEGRO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2017,2017,1299,1106,729,0.66,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,68615
68,SANTANDER,68615,RIONEGRO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2018,2018,1269,1077,669,0.62,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,68615
68,SANTANDER,68669,SAN ANDRES,OTROS PERMANENTES,CAFE,CAFE,CAFE,2007,2007,677,655,737,1.13,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,68669
68,SANTANDER,68669,SAN ANDRES,OTROS PERMANENTES,CAFE,CAFE,CAFE,2008,2008,710,650,780,1.2,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,68669
68,SANTANDER,68669,SAN ANDRES,OTROS PERMANENTES,CAFE,CAFE,CAFE,2009,2009,771,670,318,0.47,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,68669
68,SANTANDER,68669,SAN ANDRES,OTROS PERMANENTES,CAFE,CAFE,CAFE,2010,2010,796,780,312,0.4,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,68669
68,SANTANDER,68669,SAN ANDRES,OTROS PERMANENTES,CAFE,CAFE,CAFE,2011,2011,798,700,280,0.4,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,68669
68,SANTANDER,68669,SAN ANDRES,OTROS PERMANENTES,CAFE,CAFE,CAFE,2012,2012,797,762,305,0.4,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,68669
68,SANTANDER,68669,SAN ANDRES,OTROS PERMANENTES,CAFE,CAFE,CAFE,2013,2013,967,794,314,0.4,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,68669
68,SANTANDER,68669,SAN ANDRES,OTROS PERMANENTES,CAFE,CAFE,CAFE,2014,2014,997,827,354,0.43,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,68669
68,SANTANDER,68669,SAN ANDRES,OTROS PERMANENTES,CAFE,CAFE,CAFE,2015,2015,940,809,803,0.99,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,68669
68,SANTANDER,68669,SAN ANDRES,OTROS PERMANENTES,CAFE,CAFE,CAFE,2016,2016,775,653,671,1.03,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,68669
68,SANTANDER,68669,SAN ANDRES,OTROS PERMANENTES,CAFE,CAFE,CAFE,2017,2017,789,694,702,1.01,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,68669
68,SANTANDER,68669,SAN ANDRES,OTROS PERMANENTES,CAFE,CAFE,CAFE,2018,2018,814,720,745,1.03,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,68669
68,SANTANDER,68673,SAN BENITO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2007,2007,151,140,56,0.4,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,68673
68,SANTANDER,68673,SAN BENITO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2008,2008,152,146,80,0.55,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,68673
68,SANTANDER,68673,SAN BENITO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2009,2009,164,146,49,0.34,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,68673
68,SANTANDER,68673,SAN BENITO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2010,2010,180,180,108,0.6,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,68673
68,SANTANDER,68673,SAN BENITO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2011,2011,195,169,101,0.6,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,68673
68,SANTANDER,68673,SAN BENITO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2012,2012,235,179,161,0.9,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,68673
68,SANTANDER,68673,SAN BENITO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2013,2013,209,184,146,0.79,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,68673
68,SANTANDER,68673,SAN BENITO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2014,2014,200,168,144,0.86,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,68673
68,SANTANDER,68673,SAN BENITO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2015,2015,206,177,194,1.1,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,68673
68,SANTANDER,68673,SAN BENITO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2016,2016,204,172,195,1.13,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,68673
68,SANTANDER,68673,SAN BENITO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2017,2017,204,176,297,1.69,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,68673
68,SANTANDER,68673,SAN BENITO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2018,2018,199,175,301,1.72,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,68673
68,SANTANDER,68679,SAN GIL,OTROS PERMANENTES,CAFE,CAFE,CAFE,2007,2007,1843,1650,1270,0.77,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,68679
68,SANTANDER,68679,SAN GIL,OTROS PERMANENTES,CAFE,CAFE,CAFE,2008,2008,1869,1670,1285,0.77,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,68679
68,SANTANDER,68679,SAN GIL,OTROS PERMANENTES,CAFE,CAFE,CAFE,2009,2009,1884,1745,1102,0.63,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,68679
68,SANTANDER,68679,SAN GIL,OTROS PERMANENTES,CAFE,CAFE,CAFE,2010,2010,1879,1832,1157,0.63,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,68679
68,SANTANDER,68679,SAN GIL,OTROS PERMANENTES,CAFE,CAFE,CAFE,2011,2011,1978,1706,907,0.53,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,68679
68,SANTANDER,68679,SAN GIL,OTROS PERMANENTES,CAFE,CAFE,CAFE,2012,2012,1978,1706,907,0.53,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,68679
68,SANTANDER,68679,SAN GIL,OTROS PERMANENTES,CAFE,CAFE,CAFE,2013,2013,2442,1984,1538,0.78,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,68679
68,SANTANDER,68679,SAN GIL,OTROS PERMANENTES,CAFE,CAFE,CAFE,2014,2014,2442,2088,1750,0.84,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,68679
68,SANTANDER,68679,SAN GIL,OTROS PERMANENTES,CAFE,CAFE,CAFE,2015,2015,2413,2092,2239,1.07,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,68679
68,SANTANDER,68679,SAN GIL,OTROS PERMANENTES,CAFE,CAFE,CAFE,2016,2016,2427,2064,2284,1.11,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,68679
68,SANTANDER,68679,SAN GIL,OTROS PERMANENTES,CAFE,CAFE,CAFE,2017,2017,2485,2106,2722,1.29,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,68679
68,SANTANDER,68679,SAN GIL,OTROS PERMANENTES,CAFE,CAFE,CAFE,2018,2018,2519,2146,2837,1.32,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,68679
68,SANTANDER,68682,SAN JOAQUIN,OTROS PERMANENTES,CAFE,CAFE,CAFE,2007,2007,15,15,12,0.8,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,68682
68,SANTANDER,68682,SAN JOAQUIN,OTROS PERMANENTES,CAFE,CAFE,CAFE,2008,2008,15,15,8,0.53,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,68682
68,SANTANDER,68682,SAN JOAQUIN,OTROS PERMANENTES,CAFE,CAFE,CAFE,2009,2009,15,15,4,0.26,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,68682
68,SANTANDER,68682,SAN JOAQUIN,OTROS PERMANENTES,CAFE,CAFE,CAFE,2010,2010,15,13,4,0.26,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,68682
68,SANTANDER,68682,SAN JOAQUIN,OTROS PERMANENTES,CAFE,CAFE,CAFE,2011,2011,16,10,3,0.3,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,68682
68,SANTANDER,68682,SAN JOAQUIN,OTROS PERMANENTES,CAFE,CAFE,CAFE,2012,2012,21,3,2,0.6,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,68682
68,SANTANDER,68682,SAN JOAQUIN,OTROS PERMANENTES,CAFE,CAFE,CAFE,2013,2013,48,34,20,0.59,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,68682
68,SANTANDER,68682,SAN JOAQUIN,OTROS PERMANENTES,CAFE,CAFE,CAFE,2014,2014,68,47,30,0.64,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,68682
68,SANTANDER,68682,SAN JOAQUIN,OTROS PERMANENTES,CAFE,CAFE,CAFE,2015,2015,67,64,63,0.98,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,68682
68,SANTANDER,68682,SAN JOAQUIN,OTROS PERMANENTES,CAFE,CAFE,CAFE,2016,2016,67,62,63,1.01,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,68682
68,SANTANDER,68682,SAN JOAQUIN,OTROS PERMANENTES,CAFE,CAFE,CAFE,2017,2017,68,65,55,0.84,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,68682
68,SANTANDER,68682,SAN JOAQUIN,OTROS PERMANENTES,CAFE,CAFE,CAFE,2018,2018,68,65,56,0.86,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,68682
68,SANTANDER,68684,SAN JOSE DE MIRANDA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2007,2007,17,17,9,0.53,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,68684
68,SANTANDER,68684,SAN JOSE DE MIRANDA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2008,2008,17,17,8,0.47,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,68684
68,SANTANDER,68684,SAN JOSE DE MIRANDA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2009,2009,20,16,4,0.23,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,68684
68,SANTANDER,68684,SAN JOSE DE MIRANDA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2010,2010,18,18,4,0.23,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,68684
68,SANTANDER,68684,SAN JOSE DE MIRANDA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2011,2011,16,16,8,0.5,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,68684
68,SANTANDER,68684,SAN JOSE DE MIRANDA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2012,2012,26,15,8,0.5,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,68684
68,SANTANDER,68684,SAN JOSE DE MIRANDA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2013,2013,26,10,6,0.59,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,68684
68,SANTANDER,68684,SAN JOSE DE MIRANDA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2014,2014,31,18,11,0.64,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,68684
68,SANTANDER,68684,SAN JOSE DE MIRANDA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2015,2015,31,24,28,1.15,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,68684
68,SANTANDER,68684,SAN JOSE DE MIRANDA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2016,2016,32,24,28,1.19,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,68684
68,SANTANDER,68684,SAN JOSE DE MIRANDA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2017,2017,32,29,30,1.03,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,68684
68,SANTANDER,68684,SAN JOSE DE MIRANDA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2018,2018,32,30,32,1.06,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,68684
68,SANTANDER,68686,SAN MIGUEL,OTROS PERMANENTES,CAFE,CAFE,CAFE,2010,2010,35,30,38,1.25,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,68686
68,SANTANDER,68686,SAN MIGUEL,OTROS PERMANENTES,CAFE,CAFE,CAFE,2011,2011,35,30,30,1.0,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,68686
68,SANTANDER,68686,SAN MIGUEL,OTROS PERMANENTES,CAFE,CAFE,CAFE,2012,2012,45,30,30,1.0,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,68686
68,SANTANDER,68686,SAN MIGUEL,OTROS PERMANENTES,CAFE,CAFE,CAFE,2016,2016,14,11,10,0.91,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,68686
68,SANTANDER,68686,SAN MIGUEL,OTROS PERMANENTES,CAFE,CAFE,CAFE,2017,2017,14,14,12,0.84,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,68686
68,SANTANDER,68686,SAN MIGUEL,OTROS PERMANENTES,CAFE,CAFE,CAFE,2018,2018,12,12,10,0.86,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,68686
68,SANTANDER,68689,SAN VICENTE DE CHUCURI,OTROS PERMANENTES,CAFE,CAFE,CAFE,2007,2007,3940,3518,3277,0.93,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,68689
68,SANTANDER,68689,SAN VICENTE DE CHUCURI,OTROS PERMANENTES,CAFE,CAFE,CAFE,2008,2008,3822,3559,3339,0.94,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,68689
68,SANTANDER,68689,SAN VICENTE DE CHUCURI,OTROS PERMANENTES,CAFE,CAFE,CAFE,2009,2009,3540,3253,2080,0.64,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,68689
68,SANTANDER,68689,SAN VICENTE DE CHUCURI,OTROS PERMANENTES,CAFE,CAFE,CAFE,2010,2010,3260,3260,1956,0.6,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,68689
68,SANTANDER,68689,SAN VICENTE DE CHUCURI,OTROS PERMANENTES,CAFE,CAFE,CAFE,2011,2011,3376,3065,1532,0.5,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,68689
68,SANTANDER,68689,SAN VICENTE DE CHUCURI,OTROS PERMANENTES,CAFE,CAFE,CAFE,2012,2012,3330,3023,1512,0.5,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,68689
