fecha,Anio,Mes,precio_interno_cop_125kg,precio_oic_compuesto_cusd_libra,produccion_miles_sacos_60kg,exportaciones_volumen_miles_sacos,ONI,Fase_ENSO,Temp_media_nac,Temp_max_nac,Precip_total_nac,ico_composite,colombian_milds,precio_interno_cop_125kg_lag1,precio_interno_cop_125kg_lag2,precio_interno_cop_125kg_lag3,precio_interno_cop_125kg_lag4,precio_interno_cop_125kg_lag5,precio_interno_cop_125kg_lag6,ONI_lag1,ONI_lag2,ONI_lag3,ONI_lag4,ONI_lag5,ONI_lag6,Temp_media_nac_lag1,Temp_media_nac_lag2,Temp_media_nac_lag3,Temp_media_nac_lag4,Temp_media_nac_lag5,Temp_media_nac_lag6,Precip_total_nac_lag1,Precip_total_nac_lag2,Precip_total_nac_lag3,Precip_total_nac_lag4,Precip_total_nac_lag5,Precip_total_nac_lag6,Es_El_Nino,Es_La_Nina
2022-08-01,2022,8,2315548.0,200.11,949.0,872.0,-0.9,La Niña,17.689120836560804,23.135794714949654,8839.495,200.11,295.66,2250290.3225806453,2172233.333333333,2096733.33333333,2027448.2758620689,1988774.1935483871,2213333.333333333,-0.8,-0.8,-0.9,-1.0,-0.9,-0.8,18.098438110113236,17.79695652173913,18.295299484331615,17.768864013267,15.345903614457832,17.811720547945207,13867.178,20926.575,14728.237,17577.536,2076.521,9374.292,0,1
2022-09-01,2022,9,2398966.6666666665,199.92988980574688,834.0,816.0,-1.0,La Niña,17.36997619047619,23.15620968015873,10844.691,199.63,294.09,2315548.0,2250290.3225806453,2172233.333333333,2096733.33333333,2027448.2758620689,1988774.1935483871,-0.9,-0.8,-0.8,-0.9,-1.0,-0.9,17.689120836560804,18.098438110113236,17.79695652173913,18.295299484331615,17.768864013267,15.345903614457832,8839.495,13867.178,20926.575,14728.237,17577.536,2076.521,0,1
2022-10-01,2022,10,2277290.0,178.5395238095238,888.0,944.0,-0.9,La Niña,17.560355951056728,23.034305724879495,22148.815,178.54,261.95,2398966.6666666665,2315548.0,2250290.3225806453,2172233.333333333,2096733.33333333,2027448.2758620689,-1.0,-0.9,-0.8,-0.8,-0.9,-1.0,17.36997619047619,17.689120836560804,18.098438110113236,17.79695652173913,18.295299484331615,17.768864013267,10844.691,8839.495,13867.178,20926.575,14728.237,17577.536,0,1
2022-11-01,2022,11,1990067.0,156.6550375102738,1060.0,853.0,-0.8,La Niña,16.371004273504273,20.91991955662393,560.088,156.66,223.22,2277290.0,2398966.6666666665,2315548.0,2250290.3225806453,2172233.333333333,2096733.33333333,-0.9,-1.0,-0.9,-0.8,-0.8,-0.9,17.560355951056728,17.36997619047619,17.689120836560804,18.098438110113236,17.79695652173913,18.295299484331615,22148.815,10844.691,8839.495,13867.178,20926.575,14728.237,0,1
2022-12-01,2022,12,1933032.0,157.18535759909372,981.0,1035.0,-0.7,La Niña,17.246964729259812,22.988597514157973,7752.862,157.19,224.12,1990067.0,2277290.0,2398966.6666666665,2315548.0,2250290.3225806453,2172233.333333333,-0.8,-0.9,-1.0,-0.9,-0.8,-0.8,16.371004273504273,17.560355951056728,17.36997619047619,17.689120836560804,18.098438110113236,17.79695652173913,560.088,22148.815,10844.691,8839.495,13867.178,20926.575,0,1
2023-01-01,2023,1,1838032.0,156.95221515178633,868.0,832.373,-0.5,La Niña,17.896207035988677,24.22994001577032,14658.697,156.95,218.91,1933032.0,1990067.0,2277290.0,2398966.6666666665,2315548.0,2250290.3225806453,-0.7,-0.8,-0.9,-1.0,-0.9,-0.8,17.246964729259812,16.371004273504273,17.560355951056728,17.36997619047619,17.689120836560804,18.098438110113236,7752.862,560.088,22148.815,10844.691,8839.495,13867.178,0,1
2023-02-01,2023,2,2075285.7142857143,174.77021164684638,1025.0,929.255,-0.3,Neutro,19.25582900657667,25.63169953859467,14012.551,174.77,238.39,1838032.0,1933032.0,1990067.0,2277290.0,2398966.6666666665,2315548.0,-0.5,-0.7,-0.8,-0.9,-1.0,-0.9,17.896207035988677,17.246964729259812,16.371004273504273,17.560355951056728,17.36997619047619,17.689120836560804,14658.697,7752.862,560.088,22148.815,10844.691,8839.495,0,0
2023-03-01,2023,3,1993129.0322580645,170.03246631262428,799.0,906.561,0.0,Neutro,18.80052380952381,24.338532646031748,23152.547,170.03,225.23,2075285.7142857143,1838032.0,1933032.0,1990067.0,2277290.0,2398966.6666666665,-0.3,-0.5,-0.7,-0.8,-0.9,-1.0,19.25582900657667,17.896207035988677,17.246964729259812,16.371004273504273,17.560355951056728,17.36997619047619,14012.551,14658.697,7752.862,560.088,22148.815,10844.691,0,0
2023-04-01,2023,4,1978900.0,178.57177339664295,565.867207197894,723.151,0.3,Neutro,19.676285355122566,25.907319598994345,10203.122,178.57,234.85,1993129.0322580645,2075285.7142857143,1838032.0,1933032.0,1990067.0,2277290.0,0.0,-0.3,-0.5,-0.7,-0.8,-0.9,18.80052380952381,19.25582900657667,17.896207035988677,17.246964729259812,16.371004273504273,17.560355951056728,23152.547,14012.551,14658.697,7752.862,560.088,22148.815,0,0
2023-05-01,2023,5,1895967.741935484,175.48429493934557,806.195505733111,845.853,0.6,El Niño,20.459440789473682,26.846517414473684,7347.44,175.48,226.93,1978900.0,1993129.0322580645,2075285.7142857143,1838032.0,1933032.0,1990067.0,0.3,0.0,-0.3,-0.5,-0.7,-0.8,19.676285355122566,18.80052380952381,19.25582900657667,17.896207035988677,17.246964729259812,16.371004273504273,10203.122,23152.547,14012.551,14658.697,7752.862,560.088,1,0
2023-06-01,2023,6,1577900.0,171.24754555560233,956.0,753.422,0.8,El Niño,20.115370942812984,26.076724459814532,4032.661,171.25,211.85,1895967.741935484,1978900.0,1993129.0322580645,2075285.7142857143,1838032.0,1933032.0,0.6,0.3,0.0,-0.3,-0.5,-0.7,20.459440789473682,19.676285355122566,18.80052380952381,19.25582900657667,17.896207035988677,17.246964729259812,7347.44,10203.122,23152.547,14012.551,14658.697,7752.862,1,0
2023-07-01,2023,7,1318774.1935483871,158.87809808137754,947.0,851.998,1.1,El Niño,20.270336749633966,26.452498980966325,5567.216,158.88,190.58,1577900.0,1895967.741935484,1978900.0,1993129.0322580645,2075285.7142857143,1838032.0,0.8,0.6,0.3,0.0,-0.3,-0.5,20.115370942812984,20.459440789473682,19.676285355122566,18.80052380952381,19.25582900657667,17.896207035988677,4032.661,7347.44,10203.122,23152.547,14012.551,14658.697,1,0
2023-08-01,2023,8,1319096.7741935484,154.5278260869565,872.0,816.755,1.4,El Niño,20.447091503267973,26.889696628267973,5407.418,154.53,187.55,1318774.1935483871,1577900.0,1895967.741935484,1978900.0,1993129.0322580645,2075285.7142857143,1.1,0.8,0.6,0.3,0.0,-0.3,20.270336749633966,20.115370942812984,20.459440789473682,19.676285355122566,18.80052380952381,19.25582900657667,5567.216,4032.661,7347.44,10203.122,23152.547,14012.551,1,0
2023-09-01,2023,9,1285967.0,153.13380952380956,849.0,840.002,1.6,El Niño,20.66249249249249,27.856531951951954,1828.693,153.13,184.98,1319096.7741935484,1318774.1935483871,1577900.0,1895967.741935484,1978900.0,1993129.0322580645,1.4,1.1,0.8,0.6,0.3,0.0,20.447091503267973,20.270336749633966,20.115370942812984,20.459440789473682,19.676285355122566,18.80052380952381,5407.418,5567.216,4032.661,7347.44,10203.122,23152.547,1,0
